title,studio,domestic_gross,foreign_gross,year
The Other Son,Cohen,1300000.0,,2012
The Other Woman,IFC,25400.0,427000,2011
The Other Woman (2014),Fox,83900000.0,112800000,2014
The Painting (2013),GK,21000.0,,2013
The Paperboy,MNE,693000.0,661000,2012
The Party (2017),RAtt.,750000.0,,2018
The Past,SPC,1300000.0,9300000,2013
The Patience Stone,SPC,149000.0,,2013
The Peanuts Movie,Fox,130199999.0,116100000,2015
The People vs. Fritz Bauer,Cohen,288000.0,,2016
The Perfect Game,IW,1000000.0,2800000,2010
The Perfect Guy,SGem,57000000.0,3200000,2015
The Perfect Match,LGF,9700000.0,745000,2016
The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012
The Pervert's Guide to Ideology,Zeit.,68000.0,,2013
The Phone,CJ,40500.0,,2015
The Pirates,WGUSA,416000.0,32100000,2014
The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012
The Place Beyond the Pines,Focus,21400000.0,14100000,2013
The Players,Wein.,10900.0,24600000,2014
The Polar Express (2012 re-issue),WB,669000.0,,2012
The Polar Express (2014 re-issue),WB,139000.0,,2014
The Polar Express (2016 re-issue),WB,765000.0,,2016
The Polar Express (IMAX re-issue 2010),WB,673000.0,,2010
The Possession,LGF,49100000.0,36300000,2012
The Possession of Hannah Grace,SGem,14800000.0,28200000,2018
The Post,Fox,81900000.0,97900000,2017
The Predator (2018),Fox,51000000.0,109500000,2018
The President,Crnth,7600.0,,2016
The Priests,CJ,185000.0,,2015
The Princess of Montpensier,IFC,352000.0,6400000,2011
The Prison,WGUSA,207000.0,,2017
The Program (2016),EOne,13100.0,3300000,2016
The Promise (2017),ORF,8199999.0,4200000,2017
The Protector 2,Magn.,2500.0,3300000,2014
The Purge,Uni.,64500000.0,24900000,2013
The Purge: Anarchy,Uni.,72000000.0,40000000,2014
The Purge: Election Year,Uni.,79200000.0,39400000,2016
The Pyramid,Fox,2800000.0,14100000,2014
The Quake,Magn.,6200.0,,2018
The Queen of Versailles,Magn.,2400000.0,,2012
The Quiet Ones,LGF,8500000.0,9300000,2014
The Rabbi's Cat,GK,23400.0,3700000,2012
The Raid 2,SPC,2600000.0,,2014
The Raid: Redemption,SPC,4099999.0,,2012
The Railway Man,Wein.,4400000.0,17900000,2014
The Raven,Rela.,16000000.0,13600000,2012
The Red Baron,Mont.,37200.0,3100,2010
The Red Turtle,SPC,922000.0,5700000,2017
The Reluctant Fundamentalist,IFC,553000.0,,2013
The Remaining,Triu,1200000.0,,2014
The Revenant,Fox,183600000.0,349300000,2015
The Rider,SPC,2400000.0,,2018
The Riot Club,IFC,7700.0,2100000,2015
The Rite,WB (NL),33000000.0,63000000,2011
The Robber,Kino,83500.0,125000,2011
The Rocket (2014),KL,56800.0,,2014
The Romantics,FOAK,107000.0,17300,2010
The Rooftop,WGUSA,85800.0,,2013
The Roommate,SGem,37300000.0,3200000,2011
The Rover,A24,1100000.0,2100000,2014
The Rum Diary,FD,13100000.0,10800000,2011
The Runaways,App.,3600000.0,1100000,2010
The Salesman,Cohen,2400000.0,,2017
The Salt of Life,Zeit.,317000.0,1200000,2012
The Salt of the Earth,SPC,1300000.0,,2015
The Salvation,IFC,44900.0,,2015
The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000,2010
The Sapphires,Wein.,2500000.0,18000000,2013
The Sea of Trees,A24,20400.0,,2016
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000,2015
The Second Mother,Osci.,377000.0,,2015
The Secret Life of Pets,Uni.,368400000.0,507100000,2016
The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013
The Secret World of Arrietty,BV,19200000.0,126400000,2012
The Secret in Their Eyes,SPC,6400000.0,27600000,2010
The Secret in their Eyes (2015),STX,20200000.0,14700000,2015
The Secret of Kells,GK,677000.0,62700,2010
The Selfish Giant,IFC,12200.0,,2013
The Sense of an Ending,CBS,1300000.0,,2017
The Sessions,FoxS,6000000.0,3100000,2012
The Shack,LG/S,57400000.0,39600000,2017
The Shallows,Sony,55100000.0,64000000,2016
The Shape of Water,FoxS,63900000.0,131400000,2017
The Signal (2014),Focus,601000.0,,2014
The Silence,MBox,100000.0,132000,2013
The Sisters Brothers,Annapurna,3100000.0,10000000,2018
The Sitter,Fox,30400000.0,4500000,2011
The Skeleton Twins,RAtt.,5300000.0,,2014
The Skin I Live In,SPC,3200000.0,27700000,2011
The Sleeping Beauty,Strand,29100.0,,2011
The Smurfs,Sony,142600000.0,421100000,2011
The Smurfs 2,Sony,71000000.0,276500000,2013
The Snitch Cartel,PI,,2100000,2013
The Snowman,Uni.,6700000.0,36400000,2017
The Social Network,Sony,97000000.0,128000000,2010
The Son of Bigfoot,VPD,289000.0,46800000,2018
The Son of Joseph,KL,30600.0,,2016
The Son of No One,Anch.,30700.0,,2011
The Sorcerer and the White Snake,Magn.,18800.0,2100000,2013
The Sorcerer's Apprentice,BV,63200000.0,152100000,2010
The Sound of Music (2018 re-release),Fathom,616000.0,,2018
The Space Between Us,STX,7900000.0,6900000,2017
The Spectacular Now,A24,6900000.0,,2013
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015
The Spy Gone North,CJ,501000.0,,2018
The Spy Next Door,LGF,24300000.0,20900000,2010
The Spy Who Dumped Me,LGF,33600000.0,41800000,2018
The Square,Magn.,1500000.0,,2017
The Stanford Prison Experiment,IFC,661000.0,,2015
The Star,Sony,40900000.0,22000000,2017
The Strange Little Cat,KS,5900.0,,2014
The Stroller Strategy,Rialto,3500.0,,2013
The Student and Mr. Henri,Distrib.,800.0,,2016
The Summer of Sangaile,Strand,4500.0,,2015
The Suspect (2014),WGUSA,219000.0,21400000,2014
The Swan,Synergetic,2400.0,,2018
The Sweeney,EOne,26700.0,6300000,2013
The Swindlers,WGUSA,242000.0,,2017
The Switch,Mira.,27800000.0,22100000,2010
The Take (2016),HTR,50300.0,14800000,2016
The Taking of Tiger Mountain,WGUSA,229000.0,141400000,2015
The Tale of The Princess Kaguya,GK,703000.0,23500000,2014
The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,,2015
The Tall Man,Imag.,,5200000,2012
The Taqwacores,Strand,11400.0,,2010
The Tempest,Mira.,278000.0,68700,2010
The Theory of Everything,Focus,35900000.0,87800000,2014
The Thieves,WGUSA,686000.0,82800000,2012
The Thing (2011),Uni.,16900000.0,10500000,2011
The Third Man (2015 re-release),Rialto,449000.0,,2015
The Third Murder,FM,89300.0,,2018
The Thorn in the Heart,Osci.,7400.0,10500,2010
The Three Musketeers (2011),Sum.,20400000.0,111900000,2011
The Three Stooges,Fox,44300000.0,10500000,2012
The Time That Remains,IFC,32900.0,1000000,2011
The To-Do List,CBS,3500000.0,74600,2013
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000,2011
The Tourist,Sony,67600000.0,210700000,2010
The Town,WB,92200000.0,61800000,2010
The Transporter Refueled,EC,16000000.0,56600000,2015
The Treasure,SDS,50200.0,,2016
The Tree,Zeit.,71200.0,2100000,2011
The Tree of Life,FoxS,13300000.0,41000000,2011
The Tribe,Drft.,151000.0,,2015
The Trip (2011),IFC,2000000.0,,2011
The Trip to Italy,IFC,2900000.0,3000000,2014
The Turin Horse,CGld,56400.0,,2012
The Twilight Saga: Breaking Dawn Part 1,Sum.,281300000.0,430900000,2011
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000,2012
The Twilight Saga: Eclipse,Sum.,300500000.0,398000000,2010
The Two Faces of January,Magn.,507000.0,13000000,2014
The Vatican Tapes,LGF,1800000.0,,2015
The Villainess,WGUSA,27700.0,,2017
The Viral Factor,CL,220000.0,,2012
The Visit,Uni.,65200000.0,33200000,2015
The Void,Scre.,151000.0,,2017
The Vow,SGem,125000000.0,71100000,2012
The Wailing (Goksung),WGUSA,787000.0,,2016
The Walk,TriS,10100000.0,51000000,2015
The Wall,RAtt.,1800000.0,2700000,2017
The Wall (2013),MBox,38700.0,1100000,2013
The Warring States,CL,69000.0,11800000,2011
The Warrior's Way,Rela.,5700000.0,5400000,2010
The Watch,Fox,35400000.0,32900000,2012
The Water Diviner,WB,4200000.0,34000000,2015
The Wave,Magn.,177000.0,,2016
The Way,PDA,4400000.0,,2011
The Way Back,NM,2700000.0,17600000,2011
The Way He Looks,Strand,101000.0,1100000,2014
"The Way, Way Back",FoxS,21500000.0,1700000,2013
The We and the I,P/108,42200.0,,2013
The Wedding Plan,RAtt.,1400000.0,,2017
The Wedding Ringer,SGem,64500000.0,15300000,2015
The Well-Digger's Daughter,KL,386000.0,12200000,2012
The Whale,Pala.,81900.0,,2011
The Whistleblower,Gold.,1100000.0,,2011
The Wife,SPC,9600000.0,8600000,2018
The Wild Life (2016),LG/S,8000000.0,31500000,2016
The Wind Rises,BV,5200000.0,112700000,2014
The Witch,A24,25100000.0,15300000,2016
The Witness (Wo shi zheng ren),CL,418000.0,,2015
The Wolf of Wall Street,Par.,116900000.0,275100000,2013
The Wolfman,Uni.,62000000.0,77800000,2010
The Wolfpack,Magn.,1300000.0,,2015
The Wolverine,Fox,132600000.0,282300000,2013
The Woman in Black,CBS,54300000.0,73400000,2012
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000,2015
The Woman in the Fifth,ATO,114000.0,,2012
The Women on the 6th Floor,Strand,720000.0,22500000,2011
The Wonders,Osci.,73400.0,,2015
The Words,CBS,11500000.0,1700000,2012
The Workshop,Strand,22100.0,,2018
The World of Kanako,Drft.,16600.0,,2015
The World's End,Focus,26000000.0,20100000,2013
The Young & Prodigious T.S. Spivet,Wein.,174000.0,9300000,2015
The Young Karl Marx,Orch.,126000.0,,2018
The Young Messiah,Focus,6500000.0,,2016
The Zero Theorem,Ampl.,258000.0,513000,2014
The Zookeeper's Wife,Focus,17600000.0,8600000,2017
Theeb,FM,283000.0,,2015
Their Finest,STX,3600000.0,,2017
Thelma,Orch.,147000.0,,2017
There Be Dragons,Gold.,1100000.0,,2011
Therese,MPI,102000.0,1500000,2013
They Shall Not Grow Old,WB,18000000.0,,2018
They Will Have to Kill Us First,BBC,7500.0,,2016
Things To Come,IFC,388000.0,,2016
Think Like a Man,SGem,91500000.0,4500000,2012
Think Like a Man Too,SGem,65200000.0,5000000,2014
Third Person,SPC,1000000.0,,2014
This Is 40,Uni.,67500000.0,20500000,2012
This Means War,Fox,54800000.0,101700000,2012
This Must Be the Place,Wein.,144000.0,11600000,2012
This is Not a Film,PalT,77000.0,,2012
This is Where I Leave You,WB,34300000.0,7000000,2014
This is the End,Sony,101500000.0,24600000,2013
Thor,Par.,181000000.0,268300000,2011
Thor: Ragnarok,BV,315100000.0,538900000,2017
Thor: The Dark World,BV,206400000.0,438200000,2013
Three,WGUSA,120000.0,,2016
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017
Thunder and the House of Magic!,Shout!,4100.0,64200000,2014
Tickled,Magn.,614000.0,,2016
Tiger Zinda Hai,Yash,5600000.0,81800000,2017
Tim & Eric's Billion Dollar Movie,Magn.,201000.0,,2012
Timbuktu,Cohen,1100000.0,,2015
Time Freak,Grindstone,10000.0,256000,2018
Time Out of Mind,IFC,167000.0,,2015
Time Renegades,CJ,59400.0,,2016
"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000,2011
Tiny Furniture,IFC,392000.0,,2010
Tiny Times,CL,23500.0,77700000,2013
Tiny Times 2,CL,43800.0,47200000,2013
Titanic (20th Anniversary),Par.,692000.0,,2017
Titanic 3D,Par.,57900000.0,285700000,2012
To Die Like a Man,Strand,4000.0,900,2011
To Rome with Love,SPC,16700000.0,56600000,2012
To Save a Life,Gold.,3800000.0,45800,2010
To The Wonder,Magn.,588000.0,,2013
To the Arctic (IMAX),WB,14600000.0,9100000,2012
Tom of Finland,KL,378000.0,,2017
Tomb Raider,WB,58300000.0,216400000,2018
Tomboy (2011),Da.,130000.0,,2011
Tommy Wiseau's The Room,Fathom,550000.0,,2018
Tomorrow,UTMW,62500.0,,2017
Tomorrow When the War Began,Free,4900.0,16500000,2012
Tomorrowland,BV,93400000.0,115700000,2015
Toni Erdmann,SPC,1500000.0,,2016
Tooth Fairy,Fox,60000000.0,52400000,2010
Top Five,Par.,25300000.0,800000,2014
Total Recall (2012),Sony,58900000.0,139600000,2012
Tough Being Loved By Jerks,KL,700.0,,2015
Tower Heist,Uni.,78000000.0,74900000,2011
Toy Story 3,BV,415000000.0,652000000,2010
Toys in the Attic,Hann.,64900.0,61600,2012
Tracks (2014),Wein.,510000.0,4400000,2014
Traffik,LGF,9200000.0,336000,2018
Train to Busan,WGUSA,2100000.0,85400000,2016
Trainwreck,Uni.,110200000.0,30600000,2015
Trance,FoxS,2300000.0,21900000,2013
Transcendence,WB,23000000.0,80000000,2014
Transformers: Age of Extinction,Par.,245400000.0,858600000,2014
Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011
Transformers: The Last Knight,Par.,130199999.0,475300000,2017
Trash,FCW,17500.0,4800000,2015
Trespass (2011),MNE,24100.0,9600000,2011
Trespass Against Us,A24,5700.0,,2017
Triple 9,ORF,12600000.0,10500000,2016
Trishna,IFC,240000.0,,2012
Trollhunter,Magn.,253000.0,3900000,2011
Trolls,Fox,153700000.0,193200000,2016
Tron Legacy,BV,172100000.0,228000000,2010
Trouble with the Curve,WB,35800000.0,13200000,2012
Troublemakers: The Story of Land Art,FRun,29500.0,9100,2016
True Grit,Par.,171200000.0,81000000,2010
True Story,FoxS,4700000.0,,2015
Truman,FR,211000.0,8800000,2017
Trumbo (2015),BST,7900000.0,378000,2015
Trust (2011),MNE,120000.0,,2011
Truth,SPC,2500000.0,,2015
Truth or Dare,Uni.,41400000.0,53900000,2018
Tubelight,Yash,930000.0,,2017
Tucker & Dale Vs. Evil,Magn.,224000.0,4500000,2011
"Tuesday, After Christmas",Lorb.,27800.0,36200,2011
Tulip Fever,Wein.,2500000.0,5900000,2017
Tully (2018),Focus,9400000.0,6300000,2018
Tumbledown,SM,135000.0,,2016
Tunnel,WGUSA,569000.0,,2016
Turbo,Fox,83000000.0,199500000,2013
"Turn Me On, Dammit!",NYer,126000.0,,2012
Tusk,A24,1800000.0,,2014
Twelve,Hann.,184000.0,2400000,2010
Twenty (2015),CJ,136000.0,,2015
Twenty Two,CL,46800.0,,2017
"Two Days, One Night",IFC,1400000.0,5400000,2014
Two Night Stand,EOne,18600.0,,2014
Tyler Perry Presents Peeples,LGF,9200000.0,130000,2013
Tyler Perry's A Madea Christmas,LGF,52500000.0,853000,2013
Tyler Perry's Acrimony,LGF,43500000.0,2900000,2018
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000,2017
Tyler Perry's Good Deeds,LGF,35000000.0,553000,2012
Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000,2011
Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000,2012
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000,2013
Tyler Perry's The Single Moms Club,LGF,16000000.0,364000,2014
Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000,2010
Tyrannosaur,Strand,22300.0,,2011
Un Gallo con Muchos Huevos,LGF,9100000.0,,2015
Un Padre No Tan Padre,PNT,2200000.0,,2017
Una,EF,22800.0,,2017
Unbranded,Grav.,410000.0,,2015
Unbroken,Uni.,115600000.0,47800000,2014
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000,2011
Uncle Drew,LG/S,42500000.0,4200000,2018
Undefeated (2012),Wein.,562000.0,,2012
Under the Skin (2014),A24,2600000.0,2800000,2014
Under the Sun (2016),Icar.,105000.0,,2016
Under the Tree,Magn.,67600.0,,2018
Undertow (2010),TFC,109000.0,393000,2010
Underworld Awakening,SGem,62300000.0,97800000,2012
Underworld: Blood Wars,SGem,30400000.0,50700000,2017
Unfinished Business,Fox,10200000.0,4200000,2015
Unfinished Song,Wein.,1700000.0,5300000,2013
Unforgettable (2017),WB,11400000.0,6400000,2017
Unforgivable,Strand,154000.0,1200000,2012
Unfriended,Uni.,32500000.0,31600000,2015
Unfriended: Dark Web,BH Tilt,8900000.0,6300000,2018
Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012
Unknown,WB,63700000.0,67099999,2011
Unrelated,KL,4500.0,154000,2014
Unsane,BST,7700000.0,6600000,2018
Unstoppable,Fox,81600000.0,86200000,2010
Unstoppable (2018),WGUSA,101000.0,,2018
Until Forever,Linn,35800.0,,2016
Until Forever (Por Siempre),CZ,105000.0,,2016
Upgrade,BH Tilt,12000000.0,2400000,2018
Upside Down,MNE,105000.0,8000000,2013
V/H/S,Magn.,100000.0,,2012
V/H/S/2,Magn.,21800.0,,2013
Vacation,WB (NL),58900000.0,46000000,2015
Valentine's Day,WB (NL),110500000.0,106000000,2010
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017
Valley of Love,Strand,28600.0,,2016
Vampire Academy,Wein.,7800000.0,7600000,2014
Vampires Suck,Fox,36700000.0,43900000,2010
Vanishing Time: A Boy Who Returned,Dreamwest,57800.0,,2016
Vanishing on 7th Street,Magn.,22700.0,1000000,2011
Veer (2010),Eros,527000.0,277000,2010
Venom (2018),Sony,213500000.0,641500000,2018
Venus in Fur,IFC,374000.0,8000000,2014
Veronica Mars,WB,3300000.0,195000,2014
Vertigo (60th Anniversary),Fathom,394000.0,,2018
Very Good Girls,WGUSA,6900.0,,2014
Veteran,CJ,1200000.0,,2015
Vice,Annapurna,47800000.0,28200000,2018
Viceroy's House,IFC,1100000.0,6700000,2017
Vicky Donor,Eros,549000.0,,2012
Victor Frankenstein,Fox,5800000.0,28500000,2015
Victoria and Abdul,Focus,22200000.0,43200000,2017
Vidal Sassoon: The Movie,P4,86000.0,38600,2011
Videocracy,Kino,23700.0,1200000,2010
Vincere,IFC,619000.0,5100000,2010
Violet & Daisy,Cdgm.,17200.0,,2013
Violeta Went to Heaven,KL,21500.0,1200000,2013
Viral,W/Dim.,,552000,2016
Vision,Zeit.,435000.0,4600000,2010
Viva,Magn.,178000.0,,2016
Viva Riva!,MBox,61800.0,,2011
Vulgaria,CL,59100.0,,2012
W.E.,Wein.,583000.0,285000,2012
Wadjda (U.S. only),SPC,1300000.0,,2013
Wagner & Me,FRun,37700.0,41000,2012
"Waiting for ""Superman""",ParV,6400000.0,9300,2010
Wakefield,IFC,263000.0,,2017
Waking Sleeping Beauty,BV,80700.0,4200,2010
Walk With Me,Gathr,727000.0,,2017
Walk of Shame,FCW,59200.0,,2014
Walking the Camino: Six Ways to Santiago,FEF,613000.0,,2013
Walking with Dinosaurs,Fox,36100000.0,90500000,2013
Wall Street: Money Never Sleeps,Fox,52500000.0,82300000,2010
Wanderlust,Uni.,17500000.0,4200000,2012
War Dogs,WB,43000000.0,43200000,2016
War Horse,BV,79900000.0,97700000,2011
War Room,TriS,67800000.0,,2015
War Witch,Trib.,70500.0,,2013
War for the Planet of the Apes,Fox,146900000.0,343800000,2017
War of the Arrows,CJ,251000.0,45800000,2011
War of the Buttons (2012),Wein.,47800.0,13800000,2012
Warcraft,Uni.,47400000.0,386300000,2016
Warm Bodies,LG/S,66400000.0,50600000,2013
Warrior,LGF,13700000.0,9400000,2011
Warriors of the Dawn,FIP,84500.0,,2017
Warriors of the Rainbow: Seediq Bale,WGUSA,136000.0,,2012
Waste Land,Arth.,188000.0,88700,2010
Water for Elephants,Fox,58700000.0,58400000,2011
Wazir,Relbig.,1100000.0,,2016
We Are Family,UTV,638000.0,393000,2010
We Are The Best!,Magn.,181000.0,,2014
We Are What We Are,EOne,81400.0,,2013
We Are X,Drft.,45300.0,,2016
We Are Your Friends,WB,3600000.0,7500000,2015
We Bought a Zoo,Fox,75600000.0,44500000,2011
We Have a Pope,IFC,548000.0,15600000,2012
We Need to Talk About Kevin,Osci.,1700000.0,4300000,2011
We Steal Secrets: The Story of Wikileaks,FCW,166000.0,,2013
We're the Millers,WB (NL),150400000.0,119600000,2013
Weekend (2011),IFC,485000.0,,2011
Weiner,IFC,1700000.0,,2016
Welcome Back,Eros,1400000.0,,2015
Welcome to Leith,FRun,36000.0,,2015
Welcome to Marwen,Uni.,10800000.0,2100000,2018
Welcome to Me,Alc,609000.0,,2015
Welcome to the Punch,IFC,9700.0,,2013
Welcome to the Rileys,Gold.,159000.0,158000,2010
Wetlands,Strand,59500.0,10500000,2014
What If (2014),CBS,3500000.0,4400000,2014
What Maisie Knew,MNE,1100000.0,,2013
What Our Fathers Did: A Nazi Legacy,Osci.,40100.0,,2015
What Richard Did,Trib.,2700.0,,2013
What They Had,BST,260000.0,,2018
What We Do in the Shadows,U/P,3500000.0,2800000,2015
What Will People Say,KL,44200.0,,2018
What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000,2011
What to Expect When You're Expecting,LGF,41200000.0,43200000,2012
What's Your Number?,Fox,14000000.0,16399999,2011
When Marnie Was There,GK,561000.0,,2015
When We Leave (Die Fremde),Olive,19600.0,1100000,2011
When You're Strange,Abr.,246000.0,901000,2010
When in Rome,BV,32700000.0,10400000,2010
When the Bough Breaks,SGem,29700000.0,911000,2016
When the Game Stands Tall,TriS,30100000.0,,2014
Where Do We Go Now?,SPC,532000.0,,2012
Where Hope Grows,RAtt.,1200000.0,,2015
Where to Invade Next,Drft.,3800000.0,,2016
While We're Young,A24,7600000.0,9700000,2015
Whiplash,SPC,13100000.0,35900000,2014
Whiskey Tango Foxtrot,Par.,23100000.0,,2016
Whisky Galore,Arrow,21000.0,,2017
White Bird in a Blizzard,Magn.,33800.0,,2014
White Boy Rick,Studio 8,24000000.0,1900000,2018
White Elephant,Strand,8900.0,4400000,2013
White God,Magn.,282000.0,,2015
White House Down,Sony,73100000.0,132300000,2013
White Lion,Scre.,,99600,2010
Why Don't You Play in Hell,Drft.,28500.0,1200000,2014
Why Him?,Fox,60300000.0,57800000,2016
Widows,Fox,42400000.0,33600000,2018
Wiener-Dog,IFC,477000.0,,2016
Wild (2014),FoxS,37900000.0,14600000,2014
Wild City,WGUSA,34900.0,,2015
Wild Grass,SPC,404000.0,4200000,2010
Wild Tales,SPC,3100000.0,23900000,2015
Wild Target,Free,109000.0,3300000,2010
Wildflower (Secretos del Alma),CZ,18100.0,,2016
Wildlife,IFC,1100000.0,2000000,2018
Win Win,FoxS,10200000.0,652000,2011
Winchester,LGF,25100000.0,,2018
Wind River,Wein.,33800000.0,,2017
Winnie the Pooh,BV,26700000.0,23200000,2011
Winter in Wartime,SPC,543000.0,8700000,2011
Winter's Bone,RAtt.,6500000.0,7300000,2010
Winter's Tale,WB,12600000.0,18500000,2014
Wish I Was Here,Focus,3600000.0,1900000,2014
Wish Upon,BG,14300000.0,,2017
Wish You Were Here (2013),EOne,46300.0,,2013
Wolf Totem,Sony,211000.0,125600000,2015
Wolf Warrior 2,HC,2700000.0,867600000,2017
Wolves,KE,12100.0,,2014
Woman in Gold,Wein.,33299999.0,28300000,2015
Women Who Flirt (Sajiao Nvren),CL,375000.0,,2014
Won't Back Down,Fox,5300000.0,,2012
Wonder,LGF,132400000.0,173500000,2017
Wonder Wheel,Amazon,1400000.0,14500000,2017
Wonder Woman,WB,412600000.0,409300000,2017
Wonderstruck,RAtt.,1100000.0,2200000,2017
Woodlawn,PFR,14400000.0,,2015
Words and Pictures,RAtt.,2200000.0,1200000,2014
World War Z,Par.,202400000.0,337600000,2013
Worlds Apart,CLS,60300.0,,2017
Wrath of the Titans,WB,83700000.0,221600000,2012
Wreck-It Ralph,BV,189400000.0,281800000,2012
Wrecked,IFC,8000.0,,2011
Wuthering Heights (2012),Osci.,101000.0,,2012
X-Men: Apocalypse,Fox,155400000.0,388500000,2016
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014
X-Men: First Class,Fox,146400000.0,207200000,2011
Xenia,Strand,3200.0,,2015
Ya Veremos,PNT,4200000.0,,2018
Yamla Pagla Deewana,Eros,993000.0,600000,2011
Yeh Jawaani Hai Deewani,Eros,3800000.0,,2013
Yo-kai Watch: The Movie,Elev.,257000.0,47600000,2016
Yogi Bear,WB,100200000.0,101300000,2010
Yossi,Strand,117000.0,,2013
You Again,BV,25700000.0,6300000,2010
You Ain't Seen Nothin' Yet,KL,18900.0,488000,2013
You Were Never Really Here,Amazon,2500000.0,,2018
You Will Be My Son,Cohen,285000.0,3600000,2013
You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000,2010
You're Next,LGF,18500000.0,,2013
You're Not You,EOne,11500.0,,2014
You've Been Trumped,ICir,29300.0,,2012
Young Adult,Par.,16300000.0,6600000,2011
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000,2013
Young Goethe in Love,MBox,162000.0,5600000,2011
Young and Beautiful,IFC,61100.0,,2014
Your Highness,Uni.,21600000.0,3300000,2011
Your Name.,FUN,5000000.0,353000000,2017
Your Sister's Sister,IFC,1600000.0,,2012
Youth,FoxS,2700000.0,,2015
Youth (2017),CL,1900000.0,,2017
Youth in Revolt,W/Dim.,15300000.0,4400000,2010
Yu-Gi-Oh! The Dark Side of Dimensions,SV,1000000.0,,2017
Yves Saint Laurent,Wein.,724000.0,20300000,2014
Z for Zachariah,RAtt.,121000.0,,2015
Zero Dark Thirty,Sony,95700000.0,37100000,2012
Zero Motivation,Zeit.,116000.0,,2014
Zindagi Na Milegi Dobara,Eros,3100000.0,,2011
Zombeavers,Free,14900.0,,2015
Zookeeper,Sony,80400000.0,89500000,2011
Zoolander 2,Par.,28800000.0,27900000,2016
Zootopia,BV,341300000.0,682500000,2016
[Rec] 2,Magn.,27800.0,18500000,2010
mother!,Par.,17800000.0,26700000,2017
xXx: The Return of Xander Cage,Par.,44900000.0,301200000,2017
